Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e),Total CO? Excluding Land-Use Change and Forestry (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),LUCF (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Armenia,2009,7.2478,7.9742,4.4945,2.196982283,0.273214753,0.283123253,4.880953337,0.517619253,1.171005855,0.668237844,0.72635,0.09,0.64,0.97,1.13,1.529919837,0.6110335
Armenia,2010,7.1247,7.8514,4.2818,2.259541194,0.276269956,0.307071353,4.682023126,0.548895353,1.187668218,0.706119805,0.72669,0.13,0.63,0.53,1.25,1.650633126,0.62139
Armenia,2011,7.5454,8.2721,4.66,2.275405888,0.276778147,0.3331837,5.328178452,,1.187069557,0.706936027,0.72669,0.13,0.94,0.61,1.29,1.851253702,0.63692475
Australia,1990,426.0611,437.6045,263.9698,123.3061871,33.49460173,5.290499687,289.2014499,9.940670918,109.1139588,17.79498694,11.54347,6.43,140.66,45.98,61.39,15.93049453,25.24095533
Australia,1991,424.5663,436.1138,264.8929,121.6785789,33.06861979,4.926161455,290.6687908,9.177025945,107.138183,17.5922743,11.54748,6.4,143.24,46.12,59.97,16.10659806,25.23219278
Australia,1992,425.3874,436.9428,268.1319,120.0509706,32.64263784,4.561823223,294.3001118,8.545284971,105.1624073,17.38956166,11.55548,6.78,145.4,45.73,61.45,16.65270159,25.06741023
Australia,1993,427.034,438.5975,272.1965,118.4233624,32.21665589,4.197484991,298.3649528,8.305591997,103.1866315,17.18684902,11.56349,7.34,146.81,46.86,62.54,17.15880513,24.99614767
Australia,1994,431.0762,442.6477,278.6566,116.7957542,31.79067395,3.833146759,304.3609938,8.520235024,101.2108558,16.98413638,11.5715,7.73,149.53,48.67,64.17,17.14490866,24.84608512
Australia,1995,438.9746,450.5541,288.9729,115.168146,31.364692,3.468808527,314.7214748,8.23657405,99.23508001,16.78142374,11.57951,8.54,155.62,49.51,66.85,17.93101219,24.81046257
Australia,1996,454.2262,465.7814,299.3078,117.0001059,34.1871734,3.731064285,325.7136654,8.448536996,103.6747251,16.38925605,11.55522,9.03,162.79,49.75,69.31,18.38875915,25.47490626
Australia,1997,466.8262,478.2803,306.9911,118.8320657,37.0096548,3.993320044,333.8306961,8.884003942,108.1143702,15.99708837,11.45413,9.04,167.46,51.12,70.66,18.7065061,25.88418995
Australia,1998,491.6812,503.1812,326.9295,120.6640255,39.8321362,4.255575803,354.0902267,9.422062888,112.5540153,15.60492068,11.49995,9.41,186.3,51.73,70.66,19.11425306,26.28597365
Australia,1999,506.6118,518.0478,336.9433,122.4959854,42.65461761,4.517831561,364.3499574,10.05538583,116.9936604,15.21275299,11.43603,9.74,194.29,51.83,72.03,19.18200002,27.01795734
Australia,2000,517.6609,529.1233,343.0758,124.3279452,45.47709901,4.78008732,370.999418,10.41757278,121.4333054,14.8205853,11.46238,10.11,197.3,52.56,74.25,19.58974697,27.29967103
Australia,2001,526.4256,574.6097,355.5188,122.2236892,43.35325399,5.329854029,383.6158717,11.15784142,117.0905599,14.56131425,48.18416,10.52,210.7,52.04,73.66,19.85765554,27.35821616
Australia,2002,530.1629,578.236,362.9344,120.1194333,41.22940897,5.879620738,391.1892854,11.92375805,112.7478143,14.30204321,48.07305,8.69,227.05,40.27,75.36,20.95556411,27.55372128
Australia,2003,529.5281,579.5783,365.9779,118.0151773,39.10556396,6.429387447,394.1926991,12.88753069,108.4050688,14.04277216,50.05023,8.7,220,48.16,75.63,22.65347268,27.74922641
Australia,2004,540.5428,588.4427,380.671,115.9109214,36.98171894,6.979154157,409.0692128,13.62779932,104.0623232,13.78350111,47.89986,9.89,230.21,49.99,78.37,22.60138126,27.89783153
Australia,2005,541.0278,588.9013,384.8343,113.8066654,34.85787392,7.528920866,413.1677665,14.60622796,99.71957769,13.52423007,47.87347,10.82,234.68,48.81,78.52,23.06928983,28.08847666
Australia,2006,546.5498,573.6704,389.6601,114.2445091,34.87297014,7.772272046,418.6976963,15.22816635,98.97174151,13.65221309,27.1206,11.41,238.82,47.56,80.41,22.8355359,29.07216042
Australia,2007,557.3741,585.2361,399.7881,114.6823528,34.88806635,8.015623225,429.6811462,15.68888874,98.22390534,13.78019612,27.86192,11.78,245.8,48.21,82.72,22.95178197,29.99936419
Australia,2008,560.673,589.5547,402.3907,115.1201965,34.90316257,8.258974405,433.129126,16.14961113,97.47606917,13.90817914,28.88172,12.07,244.95,49.72,84.4,23.07802805,30.98109795
Australia,2009,568.5651,599.0315,409.5865,115.5580402,34.91825878,8.502325585,441.3782658,16.41247752,96.728233,14.03616217,30.46638,12.04,256.28,46.34,83.32,23.44427412,31.99399172
Australia,2010,560.6356,592.4785,400.9607,115.9958838,34.933355,8.745676765,433.8157257,16.67534391,95.98039683,14.16414519,31.8429,12.34,245.35,47.48,84.25,23.7405202,32.99520549
Australia,2011,563.454,595.2969,401.7505,117.1816969,35.14684612,9.374908655,435.1091116,17.3544062,96.66367705,14.32678325,31.8429,12.16,241.7,49.91,86.02,23.96123675,33.51787487
Austria,1990,74.934,62.1559,58.8802,8.357588015,6.260281478,1.435894048,57.65564578,5.035472216,8.676658751,3.556210792,-12.77809,0.86,19.78,10.08,13.64,13.94693841,0.208707372
Austria,1991,79.0045,66.2084,63.0588,8.215910275,6.334795349,1.394931322,61.79346389,5.042083526,8.699696835,3.459240698,-12.79612,0.96,20.66,10.59,15.03,15.30135737,0.212106516
Austria,1992,74.0037,61.1715,58.1662,8.074232535,6.409309219,1.353968597,56.92128199,4.997398837,8.722734919,3.362270604,-12.83217,1.04,17.38,9.67,15.04,14.61577633,0.215505661
Austria,1993,74.1716,61.3034,58.4422,7.932554795,6.483823089,1.313005872,57.2591001,4.901418148,8.745773003,3.265300509,-12.86823,1.1,17.47,10.08,15.18,14.31019529,0.218904806
Austria,1994,74.1885,61.2842,58.5672,7.790877055,6.558336959,1.272043146,57.4669182,4.794445458,8.768811087,3.168330415,-12.90428,1.14,18.85,9.84,15.24,13.31461425,0.22230395
Austria,1995,76.8094,63.8691,61.2963,7.649199315,6.632850829,1.231080421,60.68473631,4.251456769,8.791849171,3.071360321,-12.94033,1.28,20.43,10.12,15.45,14.45903321,0.225703095
Austria,1996,80.2882,67.3119,65.0609,7.449835007,6.564550787,1.212926593,64.44400819,4.266895122,8.628688562,2.958648508,-12.97639,1.42,20.94,10.36,17.07,15.85081146,0.22319673
Austria,1997,79.2814,66.269,64.3399,7.250470698,6.496250745,1.194772764,63.70328008,4.256685475,8.465527954,2.845936695,-13.01246,1.47,21.32,11.68,16.15,14.33258972,0.220690365
Austria,1998,79.4956,66.4471,64.8399,7.05110639,6.427950703,1.176618936,64.20255197,4.257467828,8.302367346,2.733224882,-13.04851,1.54,20.46,10.9,18.25,14.37436797,0.218184
Austria,1999,77.6415,64.5569,63.2716,6.851742082,6.35965066,1.158465108,62.64182386,4.239930181,8.139206738,2.620513069,-13.08456,1.49,19.58,10.21,17.76,14.87614623,0.215677635
Austria,2000,77.6673,64.5467,63.5833,6.652377773,6.291350618,1.140311279,62.96109575,4.222392533,7.976046129,2.507801256,-13.12062,1.63,19.21,11.3,18.5,13.73792448,0.21317127
Austria,2001,81.5971,64.3176,67.7643,6.543901898,6.111568253,1.177360582,67.13743358,4.12338834,7.863259965,2.463036846,-17.27952,1.59,20.98,11.05,19.97,14.91976922,0.21766436
Austria,2002,82.9345,65.6155,69.3529,6.435426022,5.931785888,1.214409884,68.69377141,4.072016148,7.7504738,2.418272436,-17.31901,1.49,21.44,10.96,21.84,14.23161396,0.222157451
Austria,2003,87.855,70.497,74.5246,6.326950146,5.752003524,1.251459187,73.90010924,3.943699955,7.637687636,2.373508026,-17.35805,1.41,23.58,11.7,23.4,14.9934587,0.226650542
Austria,2004,88.9483,71.5509,75.8691,6.218474271,5.572221159,1.288508489,75.03644707,4.068199762,7.524901471,2.328743615,-17.39736,1.67,24.16,12.38,23.73,14.53530344,0.231143633
Austria,2005,89.7697,72.3322,76.9417,6.109998395,5.392438794,1.325557792,76.0127849,4.060795569,7.412115307,2.283979205,-17.43743,1.89,24.72,12.62,24.45,13.98714818,0.235636724
Austria,2006,87.7557,92.3648,74.9182,6.010376379,5.455877641,1.371213387,73.82816749,4.278990427,7.449715373,2.198834112,4.60913,1.98,24.35,12.61,23.18,13.45436187,0.233805628
Austria,2007,85.4511,90.0768,72.6041,5.910754363,5.519316488,1.416868982,71.32355009,4.526497286,7.48731544,2.11368902,4.62574,2.1,23.93,12.11,23.37,11.68157556,0.231974531
Austria,2008,86.1118,90.7534,73.2554,5.811132346,5.582755335,1.462524578,71.90893268,4.649428145,7.524915507,2.028543927,4.64154,2.11,23.96,13.41,22.04,12.26878924,0.230143435
Austria,2009,79.3915,84.0492,66.5256,5.71151033,5.646194182,1.508180173,65.50431527,4.391303004,7.562515574,1.943398834,4.65771,1.83,20.46,12.28,21.47,11.06600293,0.228312339
Austria,2010,85.0568,89.7307,72.1815,5.611888313,5.709633029,1.553835768,71.33969787,4.268745862,7.600115641,1.858253741,4.67391,1.98,24.43,12.25,22.16,12.27321662,0.226481243
Austria,2011,83.6993,88.3732,70.6977,5.61940213,5.760891775,1.621245329,69.76785313,4.421614649,7.651141512,1.858660477,4.67391,2.06,24.69,12.16,21.62,11.07278735,0.225065782
Azerbaijan,1990,73.6502,73.6502,55.9557,15.18364284,2.47527775,0.035529785,64.94503297,0.494521406,6.055321093,2.1453,,1.03,21.92,17.77,6.18,9.2802595,9.794773467
Azerbaijan,1991,73.0818,73.0818,56.2869,14.41883737,2.340438482,0.035614961,64.75802008,0.461103544,5.73530362,2.11736019,,0.83,22.57,18.96,4.77,7.916465802,10.54155427
Azerbaijan,1992,63.109,63.109,47.2136,13.65403189,2.205599214,0.035700137,55.18917458,0.435076137,5.415286146,2.08942038,0,0.5,22.96,11.8,4.01,6.442672103,9.976502473
Azerbaijan,1993,55.1362,55.1362,40.1404,12.88922641,2.070759946,0.035785313,47.64323711,0.336233313,5.095268672,2.06148057,0,0.58,22.29,9.76,3.68,4.308878405,7.604358709
Azerbaijan,1994,50.1007,50.1007,36.0045,12.12442093,1.935920678,0.03587049,43.02154965,0.27036649,4.775251199,2.03354076,0,0.47,16.84,9.48,3.24,6.425084707,7.036464945
Azerbaijan,1995,47.1956,47.1956,33.9989,11.35961545,1.80108141,0.035955666,40.59986219,0.134883666,4.455233725,2.00560095,0,0.3,15.33,10.23,3.34,5.231291008,6.468571181
Azerbaijan,1996,42.8079,42.8079,29.0399,11.91623159,1.814488078,0.037242024,36.00918562,0.147162024,4.614005134,2.017528918,0,0.58,14.77,6.34,2.71,5.312670671,6.876514946
Azerbaijan,1997,42.4868,42.4868,28.1476,12.47284773,1.827894747,0.038528382,35.48850904,0.196080382,4.772776543,2.029456885,0,0.57,14.26,5.7,3.22,5.024050333,7.28445871
Azerbaijan,1998,56.846,56.846,41.9354,13.02946386,1.841301415,0.03981474,49.75434247,0.13874274,4.931547952,2.041384853,0,0.48,15.85,4.8,2.98,5.415429996,20.70891247
Azerbaijan,1999,55.0253,55.0253,39.5434,13.58608,1.854708083,0.041101098,47.7626459,0.129037098,5.090319361,2.05331282,0,0.43,15.87,3.41,1.61,5.846809658,21.02583624
Azerbaijan,2000,56.5935,56.5935,40.5403,14.14269613,1.868114751,0.042387456,49.12786932,0.141315456,5.24909077,2.065240787,0,0.3,16.25,3.31,2.39,6.108189321,21.06968
Azerbaijan,2001,43.693,43.693,26.6801,14.99155413,1.952119094,0.069194763,35.80788428,0.329338763,5.490854565,2.07493437,0,0.54,15.11,2.83,2.64,6.039358871,9.188525413
Azerbaijan,2002,44.8339,44.8339,26.8614,15.84041212,2.036123437,0.09600207,36.48928924,0.51736207,5.73261836,2.084627953,0,0.28,13.92,4,2.95,5.750528422,9.868760823
Azerbaijan,2003,47.7678,47.7678,28.8356,16.68927012,2.12012778,0.122809377,39.0806942,0.628441377,5.974382155,2.094321536,0,0.58,16.21,2.98,3.17,6.171697972,10.54899623
Azerbaijan,2004,49.9027,49.9027,30.0108,17.53812811,2.204132123,0.149616685,40.72209916,0.860432685,6.216145951,2.104015119,0,0.55,15.63,3.85,3.82,6.192867522,11.22923164
Azerbaijan,2005,52.4273,52.4273,31.5758,18.38698611,2.288136466,0.176423992,42.92350412,0.942199992,6.457909746,2.113708702,0,1.1,16.44,3.54,4.24,6.794037073,11.90946705
Azerbaijan,2006,54.5961,54.5961,31.0997,20.97873129,2.323831189,0.193752519,44.87966725,1.003496519,6.57567071,2.127224518,0,1.23,16.91,2.58,4.85,6.132802255,14.40686499
Azerbaijan,2007,53.8338,53.8338,27.6927,23.57047646,2.359525912,0.211081045,43.94583037,1.053801045,6.693431674,2.140740334,0,1.33,14.51,2.5,3.77,6.261567437,16.90426293
Azerbaijan,2008,58.7809,58.7809,29.9951,26.16222164,2.395220634,0.228409572,48.79199349,1.023497572,6.811192638,2.15425615,0,1.49,13.97,3.05,4.79,7.580332619,19.40166087
Azerbaijan,2009,56.8718,56.8718,25.4412,28.75396682,2.430915357,0.245738098,46.87815661,0.886938098,6.928953602,2.167771965,0,1.14,11.6,2,4.26,7.119097801,21.89905881
Azerbaijan,2010,58.5329,58.5329,24.4575,31.345712,2.46661008,0.263066625,48.41431974,0.900602625,7.046714566,2.181287781,0,1.42,10.05,1.72,4.95,7.297862983,24.39645675
Azerbaijan,2011,64.7208,64.7208,29.1403,32.8091499,2.478867517,0.2924759,54.45800561,1.015249316,7.058500409,2.199001388,0,1.53,11.7,2.07,5.8,7.422996492,27.46500912
Bahamas,1990,2.1212,0.8182,1.9492,0.156561061,0.015359139,0,,0,0.019288027,0.152632173,-1.30295,,,,,,0
Bahamas,1991,1.9559,0.653,1.7807,0.15899706,0.015823017,0.000387488,,0.000387488,0.019651482,0.155168595,-1.30295,,,,,,0
Bahamas,1992,1.9665,0.6636,1.788,0.161433058,0.016286896,0.000774976,,0.000774976,0.020014938,0.157705016,-1.30295,,,,,,0
Bahamas,1993,1.8782,0.5753,1.6964,0.163869056,0.016750774,0.001162464,,0.001162464,0.020378394,0.160241437,-1.30295,,,,,,0
Bahamas,1994,1.8705,0.5676,1.6854,0.166305054,0.017214653,0.001549951,,0.001549951,0.020741849,0.162777858,-1.30295,,,,,,0
Bahamas,1995,1.8665,0.5635,1.6781,0.168741053,0.017678531,0.001937439,,0.001937439,0.021105305,0.165314279,-1.30295,,,,,,0
Bahamas,1996,1.8595,0.5565,1.6671,0.171131164,0.017486894,0.003741144,,0.003741144,0.020722056,0.167896002,-1.30295,,,,,,0
Bahamas,1997,1.5594,0.2564,1.363,0.173521276,0.017295256,0.005544848,,0.005544848,0.020338807,0.170477724,-1.30295,,,,,,0
Bahamas,1998,1.8785,0.5755,1.6781,0.175911387,0.017103619,0.007348552,,0.007348552,0.019955559,0.173059447,-1.30295,,,,,,0
Bahamas,1999,1.8751,0.5722,1.6708,0.178301499,0.016911981,0.009152257,,0.009152257,0.01957231,0.17564117,-1.30295,,,,,,0
Bahamas,2000,1.8755,0.5725,1.6671,0.18069161,0.016720344,0.010955961,,0.010955961,0.019189062,0.178222892,-1.30295,,,,,,0
Bahamas,2001,1.7825,1.0272,1.5682,0.183307434,0.017136822,0.013877199,,0.013877199,0.019749814,0.180694443,-0.75533,,,,,,0
Bahamas,2002,1.7958,1.0405,1.5755,0.185923258,0.017553301,0.016798437,,0.016798437,0.020310566,0.183165993,-0.75533,,,,,,0
Bahamas,2003,1.7431,0.9878,1.5169,0.188539082,0.01796978,0.019719674,,0.019719674,0.020871319,0.185637544,-0.75533,,,,,,0
Bahamas,2004,1.9543,1.1989,1.7221,0.191154906,0.018386259,0.022640912,,0.022640912,0.021432071,0.188109094,-0.75533,,,,,,0
Bahamas,2005,1.8356,1.0803,1.5975,0.193770731,0.018802738,0.02556215,,0.02556215,0.021992824,0.190580645,-0.75533,,,,,,0
Bahamas,2006,1.7656,1.7656,1.5206,0.196241246,0.018838645,0.029919894,,0.029919894,0.022002147,0.193077745,0,,,,,,0
Bahamas,2007,1.7944,1.7944,1.5425,0.198711762,0.018874553,0.034277637,,0.034277637,0.022011471,0.195574845,0,,,,,,0
Bahamas,2008,1.303,1.303,1.0442,0.201182278,0.018910461,0.038635381,,0.038635381,0.022020794,0.198071944,0,,,,,,0
Bahamas,2009,1.9034,1.9034,1.6378,0.203652794,0.018946368,0.042993125,,0.042993125,0.022030118,0.200569044,0,,,,,,0
Bahamas,2010,2.7347,2.7347,2.4622,0.20612331,0.018982276,0.047350869,,0.047350869,0.022039441,0.203066144,0,,,,,,0
Bahamas,2011,5.0133,5.0133,4.734,0.208451899,0.018992688,0.051867111,,,0.022044589,0.205399998,0,,,,,,0
Bahrain,1990,14.5502,14.5474,11.7733,2.644389242,0.032022023,0.10050049,12.20487582,0.21788049,0.036750927,2.090684517,-0.00278,1.68,6.58,4.01,0.99,0.142838228,0.482037593
Bahrain,1991,14.3689,14.3662,11.5133,2.715173029,0.032120335,0.108368332,11.96638638,0.225748332,0.035738009,2.151068976,-0.00279,1.3,6.45,3.86,1,0.163492551,0.492893828
Bahrain,1992,14.8843,14.8815,11.9499,2.785956815,0.032218647,0.116236175,12.36789694,0.270256175,0.034725092,2.211453434,-0.00281,1.22,6.95,3.63,1.11,0.174146873,0.503750062
Bahrain,1993,14.6067,14.6039,11.5936,2.856740601,0.032316958,0.124104017,12.02940749,0.281788017,0.033712174,2.271837893,-0.00283,1.2,6.62,3.57,1.15,0.174801195,0.514606297
Bahrain,1994,14.7755,14.7726,11.6836,2.927524387,0.03241527,0.131971859,12.13091805,0.289655859,0.032699256,2.332222352,-0.00286,1.34,6.84,3.4,1.18,0.185455517,0.525462531
Bahrain,1995,14.8996,14.8967,11.7289,2.998308173,0.032513582,0.139839701,12.19242861,0.282867701,0.031686339,2.392606811,-0.00288,1.4,6.63,3.62,1.23,0.176109839,0.536318766
Bahrain,1996,15.5677,15.5648,12.3253,3.072002796,0.033271196,0.13718472,12.81482476,0.27654872,0.032168036,2.444181194,-0.0029,1.32,7.05,3.76,1.25,0.197184355,0.557640406
Bahrain,1997,16.2285,16.2256,12.9143,3.145697419,0.03402881,0.134529739,13.44722092,0.262901739,0.032649734,2.495755578,-0.00292,1.01,7.46,3.82,1.31,0.278258871,0.578962045
Bahrain,1998,17.2796,17.2767,13.8936,3.219392042,0.034786423,0.131874757,14.39961707,0.289558757,0.033131432,2.547329962,-0.00294,1.34,8.38,3.7,1.38,0.339333387,0.600283685
Bahrain,1999,17.3248,17.3218,13.8669,3.293086665,0.035544037,0.129219776,14.44201323,0.250263776,0.03361313,2.598904346,-0.00297,1.3,8.6,3.58,1.44,0.200407902,0.621605325
Bahrain,2000,17.7036,17.7006,14.174,3.366781288,0.036301651,0.126564795,14.80440938,0.214632795,0.034094827,2.650478729,-0.00299,1.37,8.97,3.46,1.52,0.211482418,0.642926964
Bahrain,2001,18.38,18.377,14.774,3.435038771,0.038131583,0.132888733,15.42867944,0.220956733,0.034393284,2.695997626,-0.00303,1.43,9.19,3.77,1.58,0.223237869,0.665441575
Bahrain,2002,19.3154,19.3124,15.633,3.503296254,0.039961515,0.139212671,16.3229495,0.216288671,0.034691742,2.741516523,-0.00305,1.55,9.72,3.92,1.77,0.22499332,0.687956185
Bahrain,2003,20.0148,20.0118,16.256,3.571553737,0.041791447,0.145536608,16.93721957,0.255588608,0.034990199,2.787035419,-0.00307,1.71,10.35,3.7,1.93,0.24674877,0.710470795
Bahrain,2004,20.8431,20.84,17.0079,3.63981122,0.043621379,0.151860546,17.59148963,0.393816546,0.035288656,2.832554316,-0.0031,1.86,10.89,3.6,2.11,0.258504221,0.732985406
Bahrain,2005,22.2596,22.2564,18.3479,3.708068703,0.045451311,0.158184484,18.95575969,0.400140484,0.035587113,2.878073213,-0.00312,1.96,11.4,4.05,2.48,0.270259672,0.755500016
Bahrain,2006,24.3237,24.3225,20.3379,3.779435179,0.046760001,0.159670712,20.96745228,0.401626712,0.03567835,2.918964546,-0.00126,2.1,11.9,5.46,2.59,0.232011486,0.785440798
Bahrain,2007,25.4479,25.4466,21.3879,3.850801656,0.04806869,0.161156939,22.04914488,0.403112939,0.035769587,2.959855879,-0.00127,2.09,13.23,4.95,2.82,0.233763299,0.815381581
Bahrain,2008,26.714,26.7127,22.5798,3.922168132,0.04937738,0.162643167,23.25083748,0.426583167,0.035860824,3.000747212,-0.00128,2.34,12.1,6.97,3.08,0.255515113,0.845322364
Bahrain,2009,27.0764,27.0751,22.8681,3.993534609,0.05068607,0.164129395,23.43253007,0.556309395,0.035952061,3.041638546,-0.00129,2.33,12.38,6.88,3.03,0.267266927,0.875263146
Bahrain,2010,27.9497,27.9484,23.6672,4.064901086,0.05199476,0.165615622,24.02422267,0.806947622,0.036043298,3.082529879,-0.0013,2.21,12.95,6.79,3.11,0.26901874,0.905203929
Bahrain,2011,27.0442,27.0429,22.68,4.131622296,0.053202495,0.179407135,23.65388443,,0.036417285,3.120423071,-0.0013,2.07,12.73,6.78,2.93,0.280694802,0.933189632
Bangladesh,1990,63.4427,95.0706,13.7385,37.85988308,11.83356531,0.010722433,15.75966031,0.179266433,35.06558802,12.43820006,31.62785,0.33,4.44,4.51,1.65,5.158415978,0.001244335
Bangladesh,1991,63.6729,95.3004,12.9656,38.17178922,12.5236602,0.011889924,15.03438814,0.147457924,35.75950033,12.72156095,31.6275,0.32,4.58,3.65,1.81,4.992993709,0.001394427
Bangladesh,1992,65.9361,97.5642,14.2256,38.48369536,13.21375508,0.013057414,16.33911596,0.148625414,36.45341264,13.00492184,31.62808,0.28,5.18,3.91,2.09,5.157571439,0.00154452
Bangladesh,1993,68.2592,99.8879,15.5456,38.7956015,13.90384997,0.014224904,17.68384378,0.149792904,37.14732495,13.28828273,31.62865,0.32,5.77,4.45,2.15,5.312149169,0.001694612
Bangladesh,1994,70.4261,102.0553,16.7092,39.10750763,14.59394486,0.015392394,18.8585716,0.154624394,37.84123726,13.57164362,31.62923,0.36,6.07,5.07,2.19,5.526726899,0.001844704
Bangladesh,1995,75.3692,106.9991,20.6492,39.41941377,15.28403974,0.016559885,22.83329943,0.155791885,38.53514957,13.85500452,31.62981,0.41,6.7,7.44,2.64,6.05130463,0.001994797
Bangladesh,1996,76.7548,108.3853,21.2324,39.9288773,15.57021179,0.02324559,23.25882439,0.34567759,39.00476589,14.15549881,31.63056,0.42,6.7,7.29,2.91,6.356698898,0.002125492
Bangladesh,1997,79.3703,110.9973,23.0456,40.43834082,15.85638384,0.029931295,24.90434935,0.535563295,39.47438221,14.45599311,31.62706,0.45,7.14,7.53,3.29,6.942093167,0.002256187
Bangladesh,1998,81.4662,113.1042,24.3392,40.94780435,16.14255589,0.036617001,26.10987432,0.655833001,39.94399852,14.7564874,31.63796,0.55,7.77,7.72,3.36,7.257487436,0.002386883
Bangladesh,1999,82.5799,114.2216,24.6506,41.45726787,16.42872795,0.043302706,26.02539928,1.083878706,40.41361484,15.0569817,31.64168,0.56,8.76,6.9,3.07,7.292881705,0.002517578
